iter	Logloss
264	0.0001060237906
265	0.0001060260729
266	0.0001054133838
267	0.0001054133243
268	0.0001049420855
269	0.0001048739286
270	0.0001044342827
271	0.0001044334344
272	0.0001044326778
273	0.0001039138713
274	0.0001039125596
275	0.0001035832665
276	0.0001035824001
277	0.0001035802381
278	0.0001031106642
279	0.0001031103912
280	0.000103107449
281	0.000103103453
282	0.0001029758691
283	0.0001029728384
284	0.0001029646294
285	0.0001029650868
286	0.0001029614782
287	0.0001029623631
288	0.0001029616547
289	0.0001029544857
290	0.0001022874403
291	0.0001018179145
292	0.0001011521807
293	0.0001011530631
294	0.0001011515798
295	0.0001009784284
296	0.0001009757616
297	0.0001008601179
298	0.0001008507847
299	0.000100191225
300	0.0001001908513
301	0.0001001865778
302	0.0001001905369
303	9.955265411e-05
304	9.89736704e-05
305	9.897246916e-05
306	9.835829995e-05
307	9.791936788e-05
308	9.748786324e-05
309	9.708551736e-05
310	9.708370381e-05
311	9.690903495e-05
312	9.628368672e-05
313	9.628314634e-05
314	9.569878587e-05
315	9.514697355e-05
316	9.514592128e-05
317	9.474259059e-05
318	9.474139976e-05
319	9.473782243e-05
320	9.47358186e-05
321	9.47356513e-05
322	9.417874799e-05
323	9.355708935e-05
324	9.356131654e-05
325	9.355809795e-05
326	9.328076788e-05
327	9.32820378e-05
328	9.289290539e-05
329	9.289273085e-05
330	9.289184609e-05
331	9.28924809e-05
332	9.23938561e-05
333	9.20262749e-05
334	9.20119461e-05
335	9.200863472e-05
336	9.200899906e-05
337	9.183812254e-05
338	9.183797309e-05
339	9.156320662e-05
340	9.106394826e-05
341	9.071192714e-05
342	9.070962695e-05
343	9.069949311e-05
344	9.061307967e-05
345	9.027502669e-05
346	9.027419217e-05
347	9.02288386e-05
348	9.022730278e-05
349	9.022857269e-05
350	9.022875827e-05
351	9.018165173e-05
352	9.018050925e-05
353	9.017944313e-05
354	9.01726765e-05
355	9.016542908e-05
356	8.979653724e-05
357	8.974738158e-05
358	8.961577868e-05
359	8.961459573e-05
360	8.916772709e-05
361	8.916651672e-05
362	8.882532918e-05
363	8.859235226e-05
364	8.811085873e-05
365	8.810497005e-05
366	8.81063843e-05
367	8.810061004e-05
368	8.784640657e-05
369	8.78404578e-05
370	8.751109772e-05
371	8.750821604e-05
372	8.706140187e-05
373	8.705445434e-05
374	8.705393591e-05
375	8.705374079e-05
376	8.683594319e-05
377	8.682610342e-05
378	8.682482468e-05
379	8.642093222e-05
380	8.642212443e-05
381	8.641933105e-05
382	8.598723337e-05
383	8.556342914e-05
384	8.555714943e-05
385	8.555730538e-05
386	8.555751994e-05
387	8.555667846e-05
388	8.551303915e-05
389	8.51230832e-05
390	8.494380883e-05
391	8.494130544e-05
392	8.494201103e-05
393	8.494326041e-05
394	8.493939138e-05
395	8.494070038e-05
396	8.451264087e-05
397	8.451264087e-05
398	8.451251393e-05
399	8.451137908e-05
400	8.451191552e-05
401	8.451102365e-05
402	8.411427513e-05
403	8.372473793e-05
404	8.372148074e-05
405	8.371428853e-05
406	8.331264186e-05
407	8.293320663e-05
408	8.293119842e-05
409	8.256283543e-05
410	8.249454084e-05
411	8.210294017e-05
412	8.21042906e-05
413	8.210267635e-05
414	8.171404975e-05
415	8.165720454e-05
416	8.164783066e-05
417	8.164698844e-05
418	8.134592628e-05
419	8.1347476e-05
420	8.097382718e-05
421	8.097441551e-05
422	8.097278547e-05
423	8.06427659e-05
424	8.038657108e-05
425	8.038599095e-05
426	8.038809777e-05
427	8.03873413e-05
428	8.038671689e-05
429	8.038603589e-05
430	8.016030345e-05
431	8.01567058e-05
432	8.015620836e-05
433	8.015690071e-05
434	8.015376222e-05
435	8.015516426e-05
436	8.01523787e-05
437	8.014886597e-05
438	8.015107134e-05
439	7.992781306e-05
440	7.992807219e-05
441	7.992581627e-05
442	7.955849199e-05
443	7.955117391e-05
444	7.95506091e-05
445	7.921990594e-05
446	7.8884355e-05
447	7.854170877e-05
448	7.818253138e-05
449	7.783937496e-05
450	7.783669265e-05
451	7.783677291e-05
452	7.78342681e-05
453	7.783426566e-05
454	7.74964973e-05
455	7.749623828e-05
456	7.749179592e-05
457	7.717510566e-05
458	7.685879989e-05
459	7.685778428e-05
460	7.685851776e-05
461	7.655152824e-05
462	7.655045541e-05
463	7.654579455e-05
464	7.654200871e-05
465	7.65477491e-05
466	7.642310958e-05
467	7.642041785e-05
468	7.642249933e-05
469	7.642212098e-05
470	7.642493592e-05
471	7.641756902e-05
472	7.618319568e-05
473	7.603315374e-05
474	7.602335747e-05
475	7.590067299e-05
476	7.582174524e-05
477	7.582162991e-05
478	7.58128689e-05
479	7.573355029e-05
480	7.573056769e-05
481	7.553611067e-05
482	7.553898994e-05
483	7.553539109e-05
484	7.553416836e-05
485	7.553279727e-05
486	7.55330174e-05
487	7.553261144e-05
488	7.542628552e-05
489	7.531922474e-05
490	7.53179731e-05
491	7.531492559e-05
492	7.531937765e-05
493	7.510414803e-05
494	7.510537907e-05
495	7.502120594e-05
496	7.490763701e-05
497	7.490073086e-05
498	7.474871129e-05
499	7.474918576e-05
500	7.460088477e-05
501	7.452377117e-05
502	7.4381813e-05
503	7.438242497e-05
504	7.423368523e-05
505	7.42293843e-05
506	7.423020238e-05
507	7.401056456e-05
508	7.398926723e-05
509	7.384945092e-05
510	7.384894344e-05
511	7.384894344e-05
512	7.384589822e-05
513	7.384728741e-05
514	7.384645059e-05
515	7.38457871e-05
516	7.384141097e-05
517	7.384158984e-05
518	7.384388895e-05
519	7.38430156e-05
520	7.384341217e-05
521	7.384098904e-05
522	7.384142455e-05
523	7.38420802e-05
524	7.384292514e-05
525	7.384204698e-05
526	7.384186817e-05
527	7.384140962e-05
528	7.384132929e-05
529	7.384142546e-05
530	7.384118704e-05
531	7.383941967e-05
532	7.383846605e-05
533	7.384076759e-05
534	7.384000858e-05
535	7.384044655e-05
536	7.383976542e-05
537	7.384097586e-05
538	7.383934593e-05
539	7.383739008e-05
540	7.383734875e-05
541	7.384019381e-05
542	7.38374053e-05
543	7.383907423e-05
544	7.383863628e-05
545	7.383567195e-05
546	7.383716207e-05
547	7.383892717e-05
548	7.383763663e-05
549	7.383550672e-05
550	7.383429212e-05
551	7.383067463e-05
552	7.383247083e-05
553	7.383107925e-05
554	7.383300726e-05
555	7.383261075e-05
556	7.383097838e-05
557	7.382962576e-05
558	7.383095534e-05
559	7.383232388e-05
560	7.38282718e-05
561	7.382874864e-05
562	7.382597227e-05
563	7.382762054e-05
564	7.382772316e-05
565	7.382734719e-05
566	7.382756739e-05
567	7.382387703e-05
568	7.382272394e-05
569	7.382616035e-05
570	7.382208659e-05
571	7.382395499e-05
572	7.382214374e-05
573	7.382438562e-05
574	7.3821403e-05
575	7.382231318e-05
576	7.382094227e-05
577	7.382177186e-05
578	7.382246645e-05
579	7.382184968e-05
580	7.382089601e-05
581	7.382227809e-05
582	7.381886826e-05
583	7.381940238e-05
584	7.381716149e-05
585	7.381737703e-05
586	7.381133777e-05
587	7.381360036e-05
588	7.381214688e-05
589	7.381141351e-05
590	7.381241955e-05
591	7.381023988e-05
592	7.380755052e-05
593	7.380937761e-05
594	7.380842155e-05
595	7.381088595e-05
596	7.38031385e-05
597	7.3803165e-05
598	7.379593291e-05
599	7.379178472e-05
600	7.375435913e-05
601	7.375206649e-05
602	7.375299708e-05
603	7.374906057e-05
604	7.374817471e-05
605	7.374791343e-05
606	7.374791326e-05
607	7.374777333e-05
608	7.374585926e-05
609	7.374577644e-05
610	7.374273788e-05
611	7.374301265e-05
612	7.374318214e-05
613	7.374262786e-05
614	7.374113513e-05
615	7.37391924e-05
616	7.374262882e-05
617	7.374335285e-05
618	7.374058795e-05
619	7.373296312e-05
620	7.373478556e-05
621	7.37347935e-05
622	7.373220758e-05
623	7.373031613e-05
624	7.373007002e-05
625	7.372798675e-05
626	7.372967153e-05
627	7.372365834e-05
628	7.372212922e-05
629	7.372617768e-05
630	7.372243134e-05
631	7.372284626e-05
632	7.372048037e-05
633	7.368202782e-05
634	7.367852683e-05
635	7.367693607e-05
636	7.367512158e-05
637	7.367323994e-05
638	7.367319161e-05
639	7.367311953e-05
640	7.367346777e-05
641	7.367435691e-05
642	7.3671333e-05
643	7.366488715e-05
644	7.366470833e-05
645	7.36644138e-05
646	7.366093871e-05
647	7.366063593e-05
648	7.365919219e-05
649	7.351682297e-05
650	7.351054886e-05
651	7.351029102e-05
652	7.35070633e-05
653	7.350204077e-05
654	7.349591106e-05
655	7.349246902e-05
656	7.348577287e-05
657	7.34810959e-05
658	7.348368609e-05
659	7.340802858e-05
660	7.340336299e-05
661	7.339911374e-05
662	7.339398363e-05
663	7.33924526e-05
664	7.338615383e-05
665	7.338172852e-05
666	7.336988241e-05
667	7.336956664e-05
668	7.336779729e-05
669	7.336660502e-05
670	7.335753966e-05
671	7.335480822e-05
672	7.335838212e-05
673	7.325286704e-05
674	7.311457498e-05
675	7.311403622e-05
676	7.311440737e-05
677	7.311061363e-05
678	7.310779359e-05
679	7.310538653e-05
680	7.310697052e-05
681	7.310506823e-05
682	7.310504285e-05
683	7.310495778e-05
684	7.310277563e-05
685	7.310348374e-05
686	7.306211658e-05
687	7.306070714e-05
688	7.30584735e-05
689	7.305554611e-05
690	7.305652618e-05
691	7.305493026e-05
692	7.305466667e-05
693	7.305301117e-05
694	7.301818786e-05
695	7.301502655e-05
696	7.30171517e-05
697	7.30149439e-05
698	7.301800191e-05
699	7.280157568e-05
700	7.265893613e-05
701	7.265869764e-05
702	7.262088629e-05
703	7.262053737e-05
704	7.262304053e-05
705	7.262136947e-05
706	7.261987154e-05
707	7.262066468e-05
708	7.261787678e-05
709	7.262011342e-05
710	7.261755627e-05
711	7.26169211e-05
712	7.261712059e-05
713	7.261405548e-05
714	7.261596277e-05
715	7.261574264e-05
716	7.261540597e-05
717	7.261320846e-05
718	7.26120942e-05
719	7.26096611e-05
720	7.26133129e-05
721	7.261130473e-05
722	7.260982212e-05
723	7.261216261e-05
724	7.261062884e-05
725	7.260540193e-05
726	7.261135769e-05
727	7.260785439e-05
728	7.260931909e-05
729	7.260931933e-05
730	7.26080805e-05
731	7.260658019e-05
732	7.260476608e-05
733	7.260376873e-05
734	7.260563249e-05
735	7.260594338e-05
736	7.260516857e-05
737	7.260382876e-05
738	7.260294766e-05
739	7.26013312e-05
740	7.260144032e-05
741	7.25977424e-05
742	7.259962659e-05
743	7.259923013e-05
744	7.259900757e-05
745	7.259947186e-05
746	7.259831877e-05
747	7.259899503e-05
748	7.259899023e-05
749	7.25966841e-05
750	7.259592508e-05
751	7.25967913e-05
752	7.259599845e-05
753	7.259508111e-05
754	7.259545464e-05
755	7.259638793e-05
756	7.259218415e-05
757	7.259160626e-05
758	7.259371095e-05
759	7.259234754e-05
760	7.259371369e-05
761	7.259200576e-05
762	7.25901374e-05
763	7.258993787e-05
764	7.259017396e-05
765	7.259070323e-05
766	7.258867425e-05
767	7.259004045e-05
768	7.258848054e-05
769	7.258778607e-05
770	7.258845512e-05
771	7.258455238e-05
772	7.258554037e-05
773	7.25874247e-05
774	7.258463671e-05
775	7.258537032e-05
776	7.258466848e-05
777	7.258182585e-05
778	7.258409331e-05
779	7.258015159e-05
780	7.258511231e-05
781	7.258346172e-05
782	7.257994005e-05
783	7.258190464e-05
784	7.258325269e-05
785	7.257798438e-05
786	7.2581789e-05
787	7.258043151e-05
788	7.25807066e-05
789	7.257939292e-05
790	7.257581665e-05
791	7.257821436e-05
792	7.258011934e-05
793	7.257868878e-05
794	7.257884229e-05
795	7.257814527e-05
796	7.257386666e-05
797	7.257424029e-05
798	7.257503565e-05
799	7.257449158e-05
800	7.257301206e-05
801	7.257255045e-05
802	7.257361867e-05
803	7.257194504e-05
804	7.257045476e-05
805	7.257162154e-05
806	7.257050762e-05
807	7.256962399e-05
808	7.257065319e-05
809	7.257021513e-05
810	7.256859885e-05
811	7.257133597e-05
812	7.256902969e-05
813	7.256809431e-05
814	7.256706613e-05
815	7.25684713e-05
816	7.256356837e-05
817	7.256533091e-05
818	7.256181173e-05
819	7.256187642e-05
820	7.256091813e-05
821	7.25620427e-05
822	7.256178131e-05
823	7.256194185e-05
824	7.256052503e-05
825	7.255903253e-05
826	7.256103826e-05
827	7.255988523e-05
828	7.255661742e-05
829	7.255768821e-05
830	7.256014791e-05
831	7.255715451e-05
832	7.255529976e-05
833	7.255732377e-05
834	7.255463679e-05
835	7.255471007e-05
836	7.255739697e-05
837	7.255370146e-05
838	7.255417358e-05
839	7.255409095e-05
840	7.255207736e-05
841	7.255210914e-05
842	7.255204472e-05
843	7.255609315e-05
844	7.255128346e-05
845	7.254943084e-05
846	7.255073459e-05
847	7.255047307e-05
848	7.254808352e-05
849	7.25472674e-05
850	7.254798265e-05
851	7.25477555e-05
852	7.254566148e-05
853	7.25472502e-05
854	7.254644994e-05
855	7.254724309e-05
856	7.254511323e-05
857	7.254630063e-05
858	7.254623617e-05
859	7.254601841e-05
860	7.254534199e-05
861	7.254221424e-05
862	7.254415575e-05
863	7.254305681e-05
864	7.253872087e-05
865	7.254317061e-05
866	7.253921124e-05
867	7.253974542e-05
868	7.254063479e-05
869	7.254007989e-05
870	7.253961676e-05
871	7.253866059e-05
872	7.25402214e-05
873	7.253703582e-05
874	7.253937868e-05
875	7.253704923e-05
876	7.253798004e-05
877	7.2534458e-05
878	7.2534655e-05
879	7.253436767e-05
880	7.253320734e-05
881	7.25347754e-05
882	7.253334002e-05
883	7.253321607e-05
884	7.253389983e-05
885	7.252867812e-05
886	7.252851516e-05
887	7.253043856e-05
888	7.252805444e-05
889	7.252518859e-05
890	7.252951692e-05
891	7.252653662e-05
892	7.252633166e-05
893	7.252581129e-05
894	7.25269985e-05
895	7.252478529e-05
896	7.25252781e-05
897	7.252472116e-05
898	7.25251543e-05
899	7.25247841e-05
900	7.252382563e-05
901	7.252109689e-05
902	7.252065423e-05
903	7.252226056e-05
904	7.251714816e-05
905	7.251934397e-05
906	7.252170207e-05
907	7.251714901e-05
908	7.251674543e-05
909	7.251850818e-05
910	7.251776746e-05
911	7.251414756e-05
912	7.25184107e-05
913	7.251432973e-05
914	7.251617744e-05
915	7.251700715e-05
916	7.251297248e-05
917	7.251394195e-05
918	7.251238523e-05
919	7.251263972e-05
920	7.251374911e-05
921	7.251189894e-05
922	7.251467731e-05
923	7.251071511e-05
924	7.251116902e-05
925	7.251174428e-05
926	7.250953357e-05
927	7.250806174e-05
928	7.251266958e-05
929	7.250591352e-05
930	7.250917112e-05
931	7.250863456e-05
932	7.250906794e-05
933	7.250946956e-05
934	7.250369619e-05
935	7.250347611e-05
936	7.250251923e-05
937	7.250208885e-05
938	7.250045897e-05
939	7.250172669e-05
940	7.249947988e-05
941	7.250077052e-05
942	7.250107893e-05
943	7.250091602e-05
944	7.250186684e-05
945	7.249903452e-05
946	7.249460849e-05
947	7.24962743e-05
948	7.24941858e-05
949	7.249378442e-05
950	7.249726214e-05
951	7.249764049e-05
952	7.249238822e-05
953	7.24936298e-05
954	7.24963119e-05
955	7.249517716e-05
956	7.249335338e-05
957	7.248976633e-05
958	7.24895097e-05
959	7.248967662e-05
960	7.248929364e-05
961	7.248853628e-05
962	7.248871266e-05
963	7.24900011e-05
964	7.248560401e-05
965	7.248715124e-05
966	7.248629629e-05
967	7.248841654e-05
968	7.248555313e-05
969	7.248583061e-05
970	7.248381752e-05
971	7.248443416e-05
972	7.24865433e-05
973	7.248421406e-05
974	7.248350112e-05
975	7.248512635e-05
976	7.248036848e-05
977	7.248070312e-05
978	7.248338289e-05
979	7.248231012e-05
980	7.248084895e-05
981	7.248313204e-05
982	7.247881989e-05
983	7.247941372e-05
984	7.24805645e-05
985	7.247889309e-05
986	7.247924591e-05
987	7.247925895e-05
988	7.247926938e-05
989	7.247835003e-05
990	7.247436937e-05
991	7.247680296e-05
992	7.247417045e-05
993	7.247260008e-05
994	7.247453668e-05
995	7.247243235e-05
996	7.247233379e-05
997	7.247314741e-05
998	7.247457566e-05
999	7.247272079e-05
